sample_id,source,rating,date,tags,tag_count,text
128,google_play,3,2019-12-12T16:06:10,PP.gaps;FR.personalization,2,"The app is a bit glitchy and the Android is missing important features compared to the iOS, like the overview HR chart (which is valuable!). HRV tracking is helpful, but I wish the software was better. It'd be great if it took into account chronic illness more or allowed for coaching specific to increasing capacity post-injury. The system is pretty good but the app could use some work."
129,google_play,3,2024-01-31T08:33:14,ST.ui,1,"Whoop try this, hand your phone with the app open to anyone new. Ask them to turn on the alarm. I'd bet 0 out of 10 do it in under 3 minutes... even using the help. That pretty much sums up the user experience."
130,google_play,1,2025-03-11T21:11:13,PB.billing,1,"It is impossible to cancel the in-app subscription payment. There literally isn't a menu option to ""Cancel Service"" anywhere in the account menu."
131,google_play,4,2023-03-13T07:06:19,UX.redesign,1,"It's good! But what made it great was the older layout of the main page, before the recent update (as of March 2023). I really miss the ability to skim over my metrics by simply swiping through past days and see all the info right there without having to scroll so much on each day. Please reconsider the older layout. I personally thought that worked great."
132,google_play,2,2023-11-17T02:47:13,HW.comfort;PB.value,2,I got this device to try after the Spartan Race as a free month trial on the premise that it was more accurate than my watch. It is not. the wrist strap keeps coming off when I change a shirt. and the price tag 250 a year for a couple of vital readings? that's how much Garmin watch cost ...3 years ago and they don't ask for a subscription. I'm not endorsed by Garmin btw I'm just saying this service and device are completely unnecessary.
133,google_play,4,2019-11-23T11:40:39,FR.metrics,1,Wondering if the whoop band will ever have a clock display on it and step tracker? Thanks!
134,app_store,4,2026-05-13T14:33:02-07:00,UX.device,1,Trend view is cutting off from the sides.
135,app_store,5,2026-06-13T08:38:20-07:00,ST.satisfaction,1,"If you’re looking for a wearable that goes beyond counting steps and actually helps you understand your body, I can’t recommend WHOOP enough. I’ve been a member for over seven years, and throughout that entire time I’ve never experienced any major  issue. It has been one of the most reliable pieces of technology I’ve ever owned.

What keeps me coming back year after year is the quality of the data. WHOOP doesn’t just collect information, it presents it in a way that helps you make better decisions. The recovery, sleep, strain, and health insights have become part of my daily routine and have genuinely helped me train smarter and recover better.

One of my favorite features is the Journal. Over the years, it has helped me identify patterns related to my sleep, recovery, diet, and daily habits that I never would have noticed otherwise. Being able to track behaviors and see how they impact my performance has made a huge difference in dialing in what works best for me personally.

As someone who spends a lot of time in the gym, another feature I absolutely love is the emphasis WHOOP has put on strength training and weightlifting. The Strength Trainer and muscular load tracking have been game changers. Instead of treating weightlifting like an afterthought, WHOOP actually measures the workload from sets, reps, and weight moved, giving a much more complete picture of training stress than traditional heart-rate-based trackers.  

After seven years, I still wear my WHOOP every day. The hardware is comfortable, the data is incredibly actionable, and the platform continues to evolve in ways that benefit serious fitness enthusiasts. For anyone who wants to better understand their recovery, improve their sleep, optimize their training, and make data-driven decisions about their health, WHOOP has been worth every penny."
136,google_play,3,2023-02-21T22:27:53,PP.gaps,1,"Not on par with the iphone app. Lacks sharing feature, widgets for home screen, can't integrate with other apps properly like on the iphone. The android app feels like an afterthought."
137,google_play,2,2026-01-05T08:07:04,AS.crash,1,"I was really enjoying it, but since approx. New Years my app. has been causing my phone to randomly restart. Now the app won't work at all... won't even open. My phone keeps telling me the app won't respond.... paid for this through like July or August..... not cool."
138,google_play,2,2024-10-10T08:40:08,SY.disconnect;AS.crash,2,"Connection with the bracelet is SO SLOW When I filll the journal in the morning with all the routine for the previousday, it doesn't save with the first try"
139,google_play,3,2025-12-11T06:32:08,AS.crash,1,like it but keeps draining my phone and I have to reinstall it to keep it working. I'm on day 46
140,app_store,4,2025-12-09T16:48:34-07:00,LOC.missing,1,"I’ve been a long-time WHOOP user and really love the recovery and training insights. However, the app still doesn’t support Chinese, which makes it hard for my family and many potential users to use it. Could you please share if there’s any plan or estimated timeline for adding Chinese language support? It would greatly improve the experience for a huge user base. Looking forward to it!"
141,app_store,2,2026-03-11T04:46:20-07:00,AS.update,1,Stop forcing these dmn updates on me every few weeks.
142,google_play,1,2021-04-09T13:24:02,HW.strap;SY.onboarding;PB.value,3,"Horrible experience: app setup is complicated & lacks guidance, opening/closing the strap is so hard it literally requires two ppl to do it. The app itself has very limited use (even for someone who's super active) and is unintuitive. Overall the worst app & tech I tested in the last 3 years, despite the very high cost."
143,google_play,1,2021-12-29T14:59:01,HW.quality;HW.battery,2,"Do not upgrade to the 4.0 you will be disappointed. I have been a whoop supporter since 2017.a founding member and have always had a great experience with Whoop along with the upgrades until now. How they could release a product that was not as sound as the previous versions are beyond me. This thing is an addiction, and not having it work properly or worse yet, not being able to charge it, is like going through withdrawals."
144,app_store,4,2026-07-30T09:02:05-07:00,AI.positive;UX.redesign,2,"I really like it’s workout feature and AI, hence I keep using it. The only problem I have is with App’s UX, it’s not easy on the eye and checking simple things like steps is a bit over complicated. It’s annoying to see flash cards every day and my ocd kicks in to clean them. You should not make things difficult for users, give options and suggestions to make it more widget based, where user can pick and choose way easy."
145,app_store,2,2026-03-01T07:27:51-07:00,UX.device;CS.resolution,2,"WHOOP offers top-tier data, but the app is functionally broken if you aren't using default font settings.
I’m over 40 and use Display Zoom/Larger Text on my iPhone. Instead of scaling the UI, WHOOP's views simply run off the edges of the screen. Key metrics and charts become unreadable because they are cut off, making the ""awesome data"" useless.
I submitted a ticket, and while support was fast, their answer was that this isn't a ""bug."" If a UI fails to contain its own content when using standard iOS accessibility features, it is absolutely a bug. Until they fix these scaling issues, I can't recommend this for anyone who needs larger text."
146,app_store,3,2026-06-19T13:23:54-07:00,FR.integration,1,"It would be better if it shared data with my iPhone health, and it would be nice if I could generate reports to share with my PCP."
147,app_store,5,2026-05-08T14:30:06-07:00,AI.bugs;ST.accuracy,2,"I am using whoop life for just more than a week now but I absolutely love the insights. It's definitely a lot more than your regular smart watch. I just wish the beta AI version was bit more fast. The first time you punch in a question it doesn't answer, you've to leave the chat and then come again and the answers ready. Secondly, it doesn't detect naps 3 out of 4 times now. Just detected once. None of the factors were legit in my case so I guess it just failed to detect. But other than that, I love it."
148,google_play,4,2025-12-18T20:10:37,SY.datasync;UX.device,2,like the app but it takes a long time to sync and update results. also buggy when using an XL phone. does not render properly and some buttons are inaccessible because they are hidden behind the phone buttons or menus.
149,google_play,2,2025-05-06T08:16:31,UX.redesign,1,"newest update is not an improvement. more screen presses to get to the same information, and less information visible in the same space. why do app developers insist on redesigning an interface that worked perfectly well?"
150,google_play,5,2023-06-29T14:06:46,CS.positive;DA.accuracy,2,"Since getting gifted this almost a year ago, never in my life have I had more knowledge/insight about my body, functions, and what helps or hurts. Everything about this devise is nearly completely accurate and will probably never leave my wrist again. There are very, very few things I've subscribed to and uses this thoroughly in years, yet Whoop stands the test of time thus far. There are no ads within the ap, FYI. Even customer service is stellar."
151,google_play,3,2019-12-10T21:34:49,SY.onboarding,1,Updating my review pending further testing. I was finally able to connect to my phone. I had to use my wife's iphone. Once connected to iPhone I was able to update the firmware on the strap. Only then was I able to pair it with my Android. I hope this clears up my Android connection issues.
152,app_store,5,2026-07-24T09:30:08-07:00,OTHER_UNGROUPED,0,"I’ve had a Whoop for years now, started with the 4.0 and now I have 5.0. I couldn’t live without it."
153,google_play,4,2020-07-02T09:00:28,CS.positive;UX.feature,2,"Edited old review, Whoop customer support helped me resolve my issue (user error related). Giving 4 stars because I feel like app can be a bit more intuitive and smoother with data presentation, but if you take the time to use it I do think it's pretty good."
154,google_play,3,2026-01-10T03:45:09,FR.activity;FR.metrics,2,"good service, needs more features. add nutrition tracking and supersets in strength trainer"
155,google_play,5,2020-09-14T11:30:54,CS.positive,1,Love! Customer support was so helpful and amazing! Love seeing all my percentages and numbers so I can push myself harder.
156,google_play,2,2025-05-22T11:04:40,DA.accuracy;DA.activitydetect,2,I have been with Whoop since August of 2018. I have always loved it and how it has over time gotten to know my body. However the new whoop MG is very disappointing. I'm not sure how whoop tracked steps in the beta trial but it was 100 times more accurate then it is now. I can barely break 3000 steps and I work in construction. usually always carrying something so I don't have an arm swing. also did a stroller walk as I have a child and it tracked maybe 100 steps even after logging the activity.
157,google_play,2,2026-02-06T22:14:52,HS.ecgbp;UX.notif,2,"I have been using WHOOP MG since October 24, 2025. The community chat feature is not working, and ECG reports sometimes take more than one day to process. These interruptions affect the service I paid for. Please address these issues as soon as possible."
158,app_store,5,2026-07-29T05:39:03-07:00,HW.comfort;DA.accuracy,2,"I love my Whoop. Love it. I’ve influenced a few friends to buy it - but let me tell you who it works for, and who it doesn’t. I primarily bought it because I didn’t want a second screen. I don’t like to be on my phone, and I wanted a fitness tracker that could fade into the background. However, I also wanted something that was very accurate in terms of tracking my workouts and recovery. My primary form of athletic activity is lifting, and I really love the muscular strain feature of the whoop - especially now that it can automatically track muscular load. Lastly, I’m really enjoying the variety of bands. I think I have 7 at this point? They’re all very cute and I feel like I can wear them in very professional settings and it becomes sort of a statement piece / fashion statement and conversation starter vs. looking ugly. 

I would love for the next version to be even smaller!"
159,app_store,2,2026-02-25T20:58:21-07:00,FR.integration;DA.accuracy;CS.responsive,3,"Sadly the product seems great, until you notice it doesn’t import or correctly import activities from external devices. So basically, ALL you Whoop data is inaccurate. 
Contacted support but no reply yet."
160,google_play,3,2019-02-15T07:02:20,PP.gaps,1,"Disappointed in the functionality of this app. Lacks many of the features of the iOS app, and it shouldn't."
161,app_store,4,2026-06-18T16:18:47-07:00,FR.integration,1,Something is wrong with migrating the data from the whoop app to post on Strava - for example my 30min cycle only said I had a 20 second ride on Strava
162,app_store,5,2026-07-01T07:54:15-07:00,ST.satisfaction;DA.accuracy,2,"Whoop has been a huge addition to my life! I understand my body, my needs, and see what helps and hurts me physically! The stress levels are awesome to understand what you’re feeling, the sleep recovery score is accurate as heck! Recommend for all"
163,google_play,2,2026-07-04T00:01:25,PB.value,1,"I really enjoy whoop i have used it in my fatloss journey and monitoring my daily activity like lifting,running and sleep recovery especially now im 44yrs old i want everything tracked..only downfall is the yearly subscription. im planning to switch fitbit air after my subscription on whoop is finish unless there will be changes on whoop subscription."
164,google_play,1,2026-01-06T06:17:57,PB.value,1,its pretty horrible and too expensive for what it is.
165,app_store,3,2026-07-31T11:22:38-07:00,FR.activity,1,"The Whoop App has a lot of things but is still missing a lot of things.

When logging an activity, it gives a bunch of options but certain things are missing. For instance there is an activity for “foam rolling”. In addition to foam rolling, we do a lot of trigger point rolling with a lacrosse ball. No option for that or to even add it.

Same with logging supplements, medication, etc.
There is something for TRT but not for peptides.

Overall the app is full of useful things but it’s minor details."
166,app_store,2,2025-12-03T04:13:09-07:00,SY.datasync,1,Many times the whoop didn’t read the data from my sleep and or workout. Lot of times it also say the whoop is off my body even though it’s not
167,app_store,4,2026-04-18T08:17:25-07:00,LOC.jargon;LOC.missing,2,"Allow us to select language of the App please, too much English terms hard to understand."
168,google_play,1,2026-03-06T16:56:19,UX.redesign;AI.autonomy;CS.resolution,3,"Used for several years. App UI continues to get worse. Latest versions of the UI have gotten less intuitive, requiring more work to find what you want. They now push engagement of their community and AI features on you that I never wanted. There's no way to send feedback. * Update several months later: Still really hate this interface, now with annoying cards on the main page) *Update: Even worse now *Update: Worse AGAIN! *Update they changed it again?! ugh"
169,google_play,1,2022-03-06T18:04:52,DA.accuracy;PB.billing,2,"Don't believe the hype! The Whoop 4.0 is wildly inaccurate. And I mean that. Not just a little off, it is dead wrong. As if that wasn't bad enough, I went to cancel today and was told that I could send the device back (and pay for shipping myself) but that I would still have to pay for the service until August. Um... No. Whoop does not work, and they still want to steal your money. If only zero stars was an option... Whoop was a complete waste of my time and money. Avoid completely."
170,app_store,1,2025-12-17T20:14:57-07:00,ST.ui,1,WTF did you do with the alarm? The best thing this app does is sleep and I can’t figure out where you idiots moved the alarm function.
171,google_play,3,2020-09-09T15:11:11,AS.update,1,"My experience has been great until the update came out l, now its constantly asking me if I want to update but there is something wrong with it, the update doesn't complete. I was told android users are having trouble with the update. That was weeks ago..."
172,google_play,5,2025-08-30T07:47:50,OTHER_UNGROUPED,0,"Upgrade to MG, 5 stars now"
173,app_store,1,2026-04-20T10:57:55-07:00,PB.value,1,Too expensive. The native apple Fitness app is way better than this. Save yourself and avoid this app.
174,app_store,5,2026-07-10T05:26:15-07:00,OTHER_UNGROUPED,0,I’ve been using Whoop for nearly 5 years and can honestly say it’s changed my life. I’m so much more aware of my health and how to manage it. I highly recommend to anyone who wants to improve their overall fitness and wellbeing.
175,google_play,3,2025-11-02T19:00:09,AS.update;CS.resolution;HW.quality,3,"latest update broke it. pixel 10 fold, app won't open, constant notifications of app closing on phone. please review. woke up today with it non functional. edit: no support from here, and of course app wouldn't open so couldn't get app support through app. not great support. cleared cache and then cleared storage, finally able to open the app and repair device. I do like the device better than any of my other smart devices (Garmin, Google, fit) but support can be a little light."
176,google_play,5,2026-03-21T13:00:25,FR.personalization;DA.accuracy,2,"I have many rare and overlapping conditions. I'm not the elite athlete this device is built for, which can be frustrating. But the quality of the data and the focus on training/rest have been really helpful in getting me from an HRV in the teens to the high 30s, and to average strains in the 9s to the 13s. I could also compare the gains from 1 yr physical therapy (10x) to that from 1 yr LDN (for pain) with PT (1000x). If I could customize and track activities that suit me, it would be perfect."
177,google_play,4,2022-10-28T18:52:06,FR.activity,1,"Great device, great company, hope it keeps improving 👍 😀 [also whoop this may sound silly, but a goal setting aspect with like an animation showing progress, like a tree growing or goku going SSjB, just an idea thank you for reading]"
178,google_play,4,2026-06-10T22:55:22,SY.disconnect,1,"nice way of tracking, but not for me. Too many connection issues with whoop 4."
179,google_play,5,2026-07-05T17:11:27,ST.satisfaction,1,Good sleep band. whoop gives you very critical sensitive informations regarding your sleep process very analytically. you can change your sleep pattern definitely. simple steps but wonderful results. sleep is vey sensitive phenomenon. We are not aware of it. Whoop sensitise your perspective and practises towards the simple natural god gift sleep process. that's incredible. today I had a long sleep. thank you Whoop.
180,google_play,1,2022-04-22T09:44:57,DA.accuracy;HW.strap;CS.resolution;PB.billing,4,"Terrible experience. Constant errors in HR detection, missing data etc. Spoke to customer service over 8 times, with no improvement. They sent me a bicep strap (meaning they are aware of how faulty the 4.0 wrist strap is) but I didn't use it. I requested to cancel my membership. They attempted to hold me to my year long contract. I refused as their product doesn't do what they claim. Why pay for a service that doesn't offer accurate data?"
